HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,162496,18,18
1,13888,29,29
2,1632,37,37
3,736,45,45
4,149280,50,50
5,177344,83,83
6,68160,92,92
7,2496,101,101
8,48192,110,110
9,184896,138,138
10,55264,144,144
11,704,148,148
12,704,149,149
13,8064,157,157
14,499808,172,172
15,736,180,180
16,704,182,182
17,12848704,184,184
